filename,project,year,season,state,operator_affiliation,agent,apparatus,purpose,target_area,control_area,start_date,end_date,state_title,season_normalized,purpose_tokens,purpose_combo_normalized,agent_tokens,agent_combo_normalized,apparatus_tokens,apparatus_combo_normalized,start_date_inferred,end_date_inferred,duration_days_inferred,date_anomaly_flag
Ruby Mountain Project  Previous File No. 07-1385_08-1424_10.20.2008-09.30.2009.pdf,ruby mountain project,2009,winter,nevada,desert research institute,silver iodide,ground,augment snowpack,"northeast nevada, upper humboldt basin",,10/20/08,9/30/09,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2008-10-20,2009-09-30,346.0,False
Ruby Mountains Project  Previous File No. 02-1100_03-1167_11.07.2002-09.30.2003.pdf,ruby mountains project,2003,winter,nevada,desert research institute,silver iodide,ground,augment snowpack,"upper humboldt river basin, northeast nevada",,11/7/02,9/30/03,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2002-11-07,2003-09-30,328.0,False
Ruby Mountains Project Previous File No. 01-1069_02-1100_10.18.2001-09.30.2002.pdf,ruby mountains project,2002,winter,nevada,desert research institute,silver iodide,ground,augment snowpack,"upper humboldt river basin, northeast nevada",,10/18/01,9/30/02,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2001-10-18,2002-09-30,348.0,False
Ruby Mountains Project Previous NOAA File # 99-1028_01-1069_10.20.2000-09.30.2001.pdf,ruby mountains project,2001,winter,nevada,desert research institute,silver iodide,ground,augment snowpack,upper humboldt catchment,,10/20/00,9/30/01,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2000-10-20,2001-09-30,346.0,False
Sacramento Municipal Utility District (SMUD)_03-1156_10.01.2002-05.31.2002.pdf,sacramento municipal utility district cloud seeding program,2003,winter,california,sacramento municipal utility district,silver iodide,ground,increase precipitation,crystal basin,,10/1/02,5/31/03,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2002-10-01,2003-05-31,243.0,False
San Gabriel Mountains_01-1065_11.15.2000-04.15.2001.pdf,san gabriel mountains,2001,winter,california,north american weather consultants,silver iodide,ground,increase precipitation,san gabriel mountains,,11/15/00,4/15/01,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2000-11-15,2001-04-15,152.0,False
San Gabriel Mountains_02-1107_11.15.2001-04.15.2002.pdf,san gabriel mountains,2002,winter,california,north american weather consultants,silver iodide,ground,increase precipitation,san gabriel mountains,,11/15/01,4/15/02,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2001-11-15,2002-04-15,152.0,False
San Gabriel Mountains_15-1675_12.15.2015-04.15.2016.pdf,san gabriel mountains,2016,"winter, spring",california,north american weather consultants,silver iodide,ground,increase precipitation,san gabriel mountains north of los angeles,"big bear, lake arrowhead, east of target area",12/15/15,4/15/16,California,"winter, spring",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2015-12-15,2016-04-15,123.0,False
San Gabriel Mountains_16-1677_01.15.2016-04.15.2016.pdf,san gabriel mountains,2016,"winter, spring",california,north american weather consultants,silver iodide,ground,increase precipitation,san gabriel mountains north of los angeles,"big bear, lake arrowhead east of target area",1/15/16,4/15/16,California,"winter, spring",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2016-01-15,2016-04-15,92.0,False
San Joaquin River_00-1042_01.01.2000-12.31.2000.pdf,san joaquin river,2000,winter,california,atmospherics inc,silver iodide,"ground, airborne",increase precipitation,san joaquin river basin,adjacent areas,1/1/00,12/31/00,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2000-01-01,2000-12-31,366.0,False
San Joaquin River_01-1060_01.01.2001-12.31.2001.pdf,san joaquin river,2001,winter,california,atmospherics inc,silver iodide,"ground, airborne",increase precipitation,san joaquin river,adjacent areas,1/1/01,12/31/01,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2001-01-01,2001-12-31,365.0,False
San Joaquin River_02-1112_01.01.2002-12.31.2002.pdf,san joaquin river,2002,winter,california,atmospherics inc,silver iodide,"ground, airborne",increase precipitation,san joaquin river,adjacent areas,1/1/02,12/31/02,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2002-01-01,2002-12-31,365.0,False
San Joaquin River_03-1153_01.01.2003-12.31.2003.pdf,san joaquin river,2003,winter,california,atmospherics inc,"silver iodide, hygroscopic","ground, airborne",increase precipitation,san joaquin river,adjacent areas,1/1/03,12/31/03,California,winter,['increase precipitation'],increase precipitation,"['silver iodide', 'hygroscopic']",silver iodide | hygroscopic,"['ground', 'airborne']",ground | airborne,2003-01-01,2003-12-31,365.0,False
San Joaquin River_04-1233_01.01.2004-12.31.2004.pdf,san joaquin river,2004,winter,california,atmospherics inc,silver iodide,"ground, airborne",increase precipitation,san joaquin river,adjacent areas,1/1/04,12/31/04,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2004-01-01,2004-12-31,366.0,False
San Joaquin River_05-1278_01.01.2005-12.31.2005.pdf,san joaquin river,2005,winter,california,atmospherics inc,silver iodide,"ground, airborne",increase precipitation,san joaquin river basin,adjacent areas,1/1/05,12/31/05,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2005-01-01,2005-12-31,365.0,False
San Joaquin River_06-1328_01.01.2006-12.31.2006.pdf,san joaquin river cloud seeding program,2006,winter,california,atmospherics inc,silver iodide,"ground, airborne",increase precipitation,san joaquin river,adjacent areas,1/1/06,12/31/06,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2006-01-01,2006-12-31,365.0,False
San Joaquin River_07-1367_01.01.2007-12.31.2007.pdf,san joaquin river,2007,winter,california,atmospherics inc,silver iodide,"ground, airborne",increase precipitation,san joaquin river,adjacent areas,1/1/07,12/31/07,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2007-01-01,2007-12-31,365.0,False
San Joaquin River_08-1410_03.01.2008-12.31.2008.pdf,san joaquin river,2008,"winter, spring, summer, fall",california,rhs consulting ltd,silver iodide,"ground, airborne",increase precipitation,san joaquin river,adjacent areas,3/1/08,12/31/08,California,"winter, spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2008-03-01,2008-12-31,306.0,False
San Joaquin River_09-1444_01.01.2009-12.31.2009.pdf,san joaquin river,2009,winter,california,rhs consulting ltd,silver iodide,"ground, airborne",increase precipitation,san joaquin river,adjacent areas,1/1/09,12/31/09,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2009-01-01,2009-12-31,365.0,False
Santa Barabara and San Luis Obispo Counties_07-1358_11.15.2006-04.15.2007.pdf,santa barbara and san luis obispo counties,2007,winter,california,north american weather consultants,silver iodide,"ground, airborne",increase precipitation,santa barbara and san luis obispo counties,,11/15/06,4/15/07,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2006-11-15,2007-04-15,152.0,False
"Santa Barbara and Sab Luis Obispo Counties, CA_16-1695_11.01.2016-04.15.2017.pdf",santa barbara and san luis obispo counties,2017,winter,california,north american weather consultants,silver iodide,"ground, airborne",increase precipitation,"santa barbara and san luis obispo counties, california",,11/1/16,4/15/17,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2016-11-01,2017-04-15,166.0,False
Santa Barbara and San Luis Obispo Counties_08-1436_11.15.2008-04.15.2009.pdf,santa barbara and san luis obispo counties,2009,winter,california,north american weather consultants,silver iodide,"ground, airborne",increase precipitation,santa barbara and san luis obispo counties,,11/15/08,4/15/09,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2008-11-15,2009-04-15,152.0,False
"Santa Barbara and San Luis Obispo Counties, CA_10-1478_11.16.2009-04.15.2010.pdf",santa barbara and san luis obispo counties,2010,winter,california,north american weather consultants,silver iodide,ground,increase precipitation,santa barbara and san luis obispo counties,,11/16/09,4/15/10,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2009-11-16,2010-04-15,151.0,False
"Santa Barbara and San Luis Obispo Counties, CA_11-1548_12.01.2011-03.31.2012.pdf",santa barbara and san luis obispo counties cloud seeding program,2012,winter,california,north american weather consultants,silver iodide,ground,increase precipitation,santa barbara and san luis obispo counties,,12/1/11,3/31/12,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2011-12-01,2012-03-31,122.0,False
"Santa Barbara and San Luis Obispo Counties, CA_13-1600_11.15.2013-04.15.2014.pdf",santa barbara and san luis obispo counties cloud seeding program,2014,winter,california,north american weather consultants,silver iodide,"ground, airborne",increase precipitation,santa barbara and san luis obispo counties,,11/15/13,4/15/14,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2013-11-15,2014-04-15,152.0,False
"Santa barbara and San Luis Obispo Counties, CA_14-1639_11.15.2014-04.15.2015.pdf",santa barbara and san luis obispo counties cloud seeding program,2015,winter,california,north american weather consultants,silver iodide,"ground, airborne",increase precipitation,santa barbara and san luis obispo counties,,11/15/14,4/15/15,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2014-11-15,2015-04-15,152.0,False
"Santa Barbara and San Luis Obispo Counties, CA_15-1655_11.15.2015-04.15.2016.pdf","santa barbara and san luis obispo counties, ca",2016,winter,california,north american weather consultants,silver iodide,"ground, airborne",increase precipitation,"santa barbara and san luis obispo counties, california",,11/15/15,4/15/16,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2015-11-15,2016-04-15,153.0,False
"Santa Barbara and San Luis Obispo Counties, CA_17-1731_11.15.2017-04.15.2018.pdf","santa barbara and san luis obispo counties, ca",2018,winter,california,north american weather consultants,silver iodide,ground,increase precipitation,santa barbara and san luis obispo counties,,11/15/17,4/15/18,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2017-11-15,2018-04-15,152.0,False
"Santa Barbara and San Luis Obispo Counties,CA_11-1513_11.15.2010-04.15.2011.pdf","santa barbara and san luis obispo counties, ca",2011,winter,california,north american weather consultants,silver iodide,ground,increase precipitation,santa barbara and san luis obispo counties,,11/15/10,4/15/11,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2010-11-15,2011-04-15,152.0,False
"Santa Barbara and San Luis Obispo, CA_13-1581_12.01.2012-03.31.2013.pdf",santa barbara and san luis obispo counties cloud seeding program,2013,winter,california,north american weather consultants,silver iodide,ground,increase precipitation,"santa barbara and san luis obispo counties, california",,12/1/12,3/31/13,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2012-12-01,2013-03-31,121.0,False
Santa Barbara and Southern San Luis Obispo Counties_03-1179_11.15.2002-04.15.2002.pdf,santa barbara and southern san luis obispo counties,2003,winter,california,north american weather consultants,silver iodide,"ground, airborne",increase precipitation,santa barbara county and southern san luis obispo county,,11/15/02,4/10/03,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2002-11-15,2003-04-10,147.0,False
Santa Barbara and Southern San Luis Obispo Counties_03-1210_11.15.2003-04.15.2004.pdf,santa barbara and southern san luis obispo counties,2004,winter,california,north american weather consultants,silver iodide,"ground, airborne",increase precipitation,santa barbara county and southern san luis obispo county,,11/15/03,4/15/04,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2003-11-15,2004-04-15,153.0,False
